11;150;22;13;136;11;0;36;31;44;0;87;0;;; € 15,71 ; € 2,04 ; € 32,37 ; € 13,45 ; € -   ; € 69,02 ; € 13,19 ; € 8,04 ; € -   ; € 6,92 ; € -   ;;;;;;;;;;;;;,,,
12;48;26;27;0;5;46;0;18;0;0;31;15;;; € 15,48 ; € 4,42 ; € -   ; € 2,74 ; € 7,59 ; € -   ; € 5,00 ; € -   ; € -   ; € 6,34 ; € 11,17 ;;;;;;;;;;;;;,,,,
13;66;9;40;29;0;0;103;0;0;27;24;0;;; € 7,89 ; € 3,24 ; € 15,37 ; € -   ; € -   ; € 100,13 ; € -   ; € -   ; € 7,69 ; € 5,57 ; € -   ;;;;;;;;;;;;;,,,,,
14;122;16;0;29;0;55;0;5;0;14;0;0;;; € 8,87 ; € -   ; € 33,86 ; € -   ; € 6,24 ; € -   ; € 3,76 ; € -   ; € 12,72 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
15;78;38;0;0;20;22;85;0;0;0;148;24;;; € 11,44 ; € -   ; € -   ; € 10,66 ; € 7,81 ; € 37,94 ; € -   ; € -   ; € -   ; € 10,87 ; € 6,86 ;;;;;;;;;;;;;,,,,,
16;35;9;43;118;22;0;97;0;57;28;91;0;;; € 10,08 ; € 3,87 ; € 16,28 ; € 12,15 ; € -   ; € 67,92 ; € -   ; € 10,55 ; € 5,67 ; € 6,35 ; € -   ;;;;;;;;;;;;;,,,
17;44;14;36;9;6;0;0;0;35;3;0;0;;; € 8,79 ; € 4,20 ; € 29,06 ; € 8,36 ; € -   ; € -   ; € -   ; € 6,78 ; € 13,72 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
18;125;0;0;39;0;42;87;0;0;29;118;0;;; € -   ; € -   ; € 19,30 ; € -   ; € 8,27 ; € 49,29 ; € -   ; € -   ; € 10,07 ; € 13,60 ; € -   ;;;;;;;;;;;;;,,,,,,
19;82;27;18;0;0;0;73;0;11;0;0;38;;; € 5,93 ; € 5,83 ; € -   ; € -   ; € -   ; € 95,17 ; € -   ; € 10,17 ; € -   ; € -   ; € 12,46 ;;;;;;;;;;;;;,,,,,,
20;142;41;0;0;10;0;0;0;52;0;0;0;;; € 6,86 ; € -   ; € -   ; € 5,66 ; € -   ; € -   ; € -   ; € 8,87 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,,
21;91;33;33;12;0;38;14;16;0;0;0;2;;; € 11,07 ; € 3,44 ; € 38,97 ; € -   ; € 6,74 ; € 43,21 ; € 20,75 ; € -   ; € -   ; € -   ; € 9,35 ;;;;;;;;;;;;;,,,,
22;96;0;0;0;15;9;90;0;0;30;36;0;;; € -   ; € -   ; € -   ; € 7,36 ; € 6,92 ; € 57,45 ; € -   ; € -   ; € 13,05 ; € 6,37 ; € -   ;;;;;;;;;;;;;,,,,,,
23;51;15;0;75;0;19;0;76;0;24;0;0;;; € 9,66 ; € -   ; € 13,59 ; € -   ; € 6,29 ; € -   ; € 20,48 ; € -   ; € 12,24 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
24;57;2;55;0;19;0;24;0;0;22;0;0;;; € 6,74 ; € 2,33 ; € -   ; € 15,13 ; € -   ; € 82,17 ; € -   ; € -   ; € 12,33 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
25;38;0;0;0;0;16;66;6;36;0;18;0;;; € -   ; € -   ; € -   ; € -   ; € 7,90 ; € 78,88 ; € 11,02 ; € 6,63 ; € -   ; € 12,06 ; € -   ;;;;;;;;;;;;;,,,,,,
26;35;2;0;87;0;0;123;54;75;14;0;45;;; € 6,85 ; € -   ; € 49,16 ; € -   ; € -   ; € 77,32 ; € 7,47 ; € 13,53 ; € 9,61 ; € -   ; € 5,84 ;;;;;;;;;;;;;,,,,
27;134;21;0;15;4;0;0;0;2;24;0;0;;; € 8,75 ; € -   ; € 17,95 ; € 5,03 ; € -   ; € -   ; € -   ; € 10,76 ; € 11,18 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
28;97;6;0;83;4;0;77;0;0;18;92;0;;; € 9,03 ; € -   ; € 21,17 ; € 4,42 ; € -   ; € 82,31 ; € -   ; € -   ; € 8,07 ; € 13,79 ; € -   ;;;;;;;;;;;;;,,,,,
29;62;48;0;51;20;0;130;97;0;0;0;33;;; € 9,22 ; € -   ; € 12,19 ; € 4,78 ; € -   ; € 40,97 ; € 8,31 ; € -   ; € -   ; € -   ; € 6,79 ;;;;;;;;;;;;;,,,,,
30;44;12;5;17;0;0;0;41;0;24;38;0;;; € 16,12 ; € 4,37 ; € 9,80 ; € -   ; € -   ; € -   ; € 10,43 ; € -   ; € 9,58 ; € 6,10 ; € -   ;;;;;;;;;;;;;,,,,,
31;84;3;0;68;0;11;0;73;16;24;0;1;;; € 8,26 ; € -   ; € 10,07 ; € -   ; € 11,10 ; € -   ; € 6,86 ; € 5,56 ; € 6,91 ; € -   ; € 6,07 ;;;;;;;;;;;;;,,,,
32;63;15;0;0;15;15;0;31;20;18;0;0;;; € 15,64 ; € -   ; € -   ; € 4,28 ; € 6,82 ; € -   ; € 15,56 ; € 8,71 ; € 12,54 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
33;82;22;0;75;6;11;60;128;45;5;0;0;;; € 8,46 ; € -   ; € 13,74 ; € 8,66 ; € 6,59 ; € 78,86 ; € 9,44 ; € 7,48 ; € 7,08 ; € -   ; € -   ;;;;;;;;;;;;;,,,
34;30;16;0;26;3;0;40;0;32;11;26;29;;; € 6,47 ; € -   ; € 11,31 ; € 3,13 ; € -   ; € 130,58 ; € -   ; € 8,57 ; € 5,39 ; € 8,71 ; € 6,11 ;;;;;;;;;;;;;,,,
35;130;8;0;31;0;0;68;24;40;0;69;0;;; € 9,29 ; € -   ; € 19,10 ; € -   ; € -   ; € 57,76 ; € 4,10 ; € 13,88 ; € -   ; € 5,79 ; € -   ;;;;;;;;;;;;;,,,,,
36;39;1;0;0;0;0;10;32;7;0;0;0;;; € 8,20 ; € -   ; € -   ; € -   ; € -   ; € 124,27 ; € 4,29 ; € 6,19 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,
37;73;30;31;106;10;0;0;124;38;28;140;0;;; € 6,41 ; € 3,22 ; € 13,00 ; € 2,94 ; € -   ; € -   ; € 3,63 ; € 7,11 ; € 15,64 ; € 7,04 ; € -   ;;;;;;;;;;;;;,,,
38;37;17;0;0;6;0;54;0;52;0;9;65;;; € 10,76 ; € -   ; € -   ; € 18,33 ; € -   ; € 69,60 ; € -   ; € 17,04 ; € -   ; € 9,80 ; € 11,97 ;;;;;;;;;;;;;,,,,,
39;131;36;0;0;0;62;102;0;0;0;2;0;;; € 10,15 ; € -   ; € -   ; € -   ; € 10,42 ; € 82,02 ; € -   ; € -   ; € -   ; € 8,05 ; € -   ;;;;;;;;;;;;;,,,,,,,
40;50;5;25;0;7;35;75;0;35;0;97;53;;; € 14,67 ; € 2,59 ; € -   ; € 3,83 ; € 6,96 ; € 78,91 ; € -   ; € 5,35 ; € -   ; € 6,32 ; € 14,13 ;;;;;;;;;;;;;,,,
41;84;10;0;0;0;0;0;110;14;0;0;0;;; € 7,82 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 4,55 ; € 6,35 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,,
42;111;45;0;0;0;0;24;0;56;0;31;66;;; € 10,76 ; € -   ; € -   ; € -   ; € -   ; € 117,59 ; € -   ; € 6,04 ; € -   ; € 14,86 ; € 6,28 ;;;;;;;;;;;;;,,,,,,
43;17;0;57;0;20;1;0;21;0;0;95;0;;; € -   ; € 3,08 ; € -   ; € 6,02 ; € 11,11 ; € -   ; € 19,21 ; € -   ; € -   ; € 8,00 ; € -   ;;;;;;;;;;;;;,,,,,,
44;137;21;0;32;0;0;20;105;23;0;102;0;;; € 12,38 ; € -   ; € 30,01 ; € -   ; € -   ; € 60,02 ; € 11,75 ; € 9,78 ; € -   ; € 11,34 ; € -   ;;;;;;;;;;;;;,,,,,
45;90;39;17;131;26;0;8;0;8;29;63;15;;; € 7,49 ; € 7,16 ; € 6,78 ; € 11,11 ; € -   ; € 56,02 ; € -   ; € 6,51 ; € 10,20 ; € 9,10 ; € 7,60 ;;;;;;;;;;;;;,,
46;128;5;62;43;0;0;104;0;0;0;0;12;;; € 7,48 ; € 2,02 ; € 17,53 ; € -   ; € -   ; € 73,12 ; € -   ; € -   ; € -   ; € -   ; € 8,19 ;;;;;;;;;;;;;,,,,,,
47;131;31;26;0;0;0;26;0;0;0;23;0;;; € 15,30 ; € 3,75 ; € -   ; € -   ; € -   ; € 117,11 ; € -   ; € -   ; € -   ; € 7,80 ; € -   ;;;;;;;;;;;;;,,,,,,,
48;108;47;0;67;0;0;93;6;0;16;73;0;;; € 7,18 ; € -   ; € 11,33 ; € -   ; € -   ; € 56,51 ; € 6,52 ; € -   ; € 12,05 ; € 10,73 ; € -   ;;;;;;;;;;;;;,,,,,
49;68;28;34;6;14;0;0;0;0;5;0;38;;; € 14,59 ; € 2,99 ; € 41,88 ; € 7,15 ; € -   ; € -   ; € -   ; € -   ; € 10,52 ; € -   ; € 13,23 ;;;;;;;;;;;;;,,,,,
50;23;16;0;0;12;8;62;0;0;15;0;0;;; € 5,60 ; € -   ; € -   ; € 2,42 ; € 9,67 ; € 52,38 ; € -   ; € -   ; € 16,76 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
51;38;3;0;119;0;0;0;0;0;8;0;58;;; € 10,59 ; € -   ; € 15,22 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 10,68 ; € -   ; € 5,12 ;;;;;;;;;;;;;,,,,,,,
52;87;13;71;0;0;9;72;15;0;16;93;25;;; € 9,75 ; € 4,54 ; € -   ; € -   ; € 7,21 ; € 83,24 ; € 11,26 ; € -   ; € 6,23 ; € 6,82 ; € 6,40 ;;;;;;;;;;;;;,,,
53;97;19;5;0;10;0;31;11;0;4;0;1;;; € 6,05 ; € 4,09 ; € -   ; € 8,98 ; € -   ; € 53,55 ; € 16,24 ; € -   ; € 10,04 ; € -   ; € 15,29 ;;;;;;;;;;;;;,,,,
54;35;11;6;0;0;0;4;94;45;0;0;0;;; € 7,18 ; € 3,38 ; € -   ; € -   ; € -   ; € 66,57 ; € 25,91 ; € 10,06 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
55;108;39;0;0;0;0;0;48;11;0;3;49;;; € 9,51 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 6,37 ; € 9,93 ; € -   ; € 9,51 ; € 9,04 ;;;;;;;;;;;;;,,,,,,
56;106;20;0;75;29;0;0;65;11;0;96;0;;; € 18,86 ; € -   ; € 18,74 ; € 5,18 ; € -   ; € -   ; € 19,87 ; € 11,42 ; € -   ; € 10,03 ; € -   ;;;;;;;;;;;;;,,,,,
57;26;29;41;101;0;0;0;78;0;29;96;0;;; € 7,64 ; € 7,46 ; € 19,69 ; € -   ; € -   ; € -   ; € 11,93 ; € -   ; € 16,49 ; € 6,87 ; € -   ;;;;;;;;;;;;;,,,,,
58;12;12;0;0;21;56;0;62;0;2;0;3;;; € 6,08 ; € -   ; € -   ; € 10,01 ; € 9,69 ; € -   ; € 12,74 ; € -   ; € 18,85 ; € -   ; € 11,67 ;;;;;;;;;;;;;,,,,,
59;104;27;24;95;0;26;0;0;0;5;102;0;;; € 11,44 ; € 2,82 ; € 10,74 ; € -   ; € 6,00 ; € -   ; € -   ; € -   ; € 12,04 ; € 5,48 ; € -   ;;;;;;;;;;;;;,,,,,
60;92;3;0;101;0;32;0;0;25;3;0;50;;; € 6,18 ; € -   ; € 9,67 ; € -   ; € 13,04 ; € -   ; € -   ; € 8,22 ; € 6,12 ; € -   ; € 6,31 ;;;;;;;;;;;;;,,,,,
61;15;5;58;0;0;47;0;109;17;0;0;0;;; € 17,62 ; € 7,17 ; € -   ; € -   ; € 17,58 ; € -   ; € 15,27 ; € 8,21 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
62;99;26;0;0;8;38;0;141;57;0;47;42;;; € 10,73 ; € -   ; € -   ; € 9,84 ; € 6,36 ; € -   ; € 10,84 ; € 5,75 ; € -   ; € 8,22 ; € 9,67 ;;;;;;;;;;;;;,,,,
63;102;24;13;23;0;44;106;64;18;0;0;9;;; € 10,48 ; € 2,30 ; € 29,04 ; € -   ; € 5,44 ; € 76,66 ; € 5,34 ; € 6,44 ; € -   ; € -   ; € 11,64 ;;;;;;;;;;;;;,,,
64;89;19;34;37;0;21;0;139;0;0;0;0;;; € 10,71 ; € 2,51 ; € 16,42 ; € -   ; € 10,23 ; € -   ; € 10,10 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
65;66;41;0;22;0;21;0;0;0;0;0;0;;; € 6,60 ; € -   ; € 9,12 ; € -   ; € 8,21 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,,
66;62;23;57;5;1;0;0;75;0;6;0;0;;; € 6,91 ; € 4,19 ; € 12,41 ; € 4,59 ; € -   ; € -   ; € 4,51 ; € -   ; € 5,85 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
67;14;16;54;91;0;0;42;55;0;0;24;43;;; € 15,52 ; € 4,87 ; € 16,74 ; € -   ; € -   ; € 95,40 ; € 8,43 ; € -   ; € -   ; € 7,69 ; € 6,05 ;;;;;;;;;;;;;,,,,
68;61;9;43;0;26;0;107;90;48;0;133;35;;; € 13,22 ; € 3,36 ; € -   ; € 6,32 ; € -   ; € 92,23 ; € 7,97 ; € 12,27 ; € -   ; € 5,32 ; € 6,68 ;;;;;;;;;;;;;,,,
69;102;22;0;27;0;0;39;114;48;7;112;0;;; € 12,60 ; € -   ; € 12,13 ; € -   ; € -   ; € 76,87 ; € 16,99 ; € 8,38 ; € 8,98 ; € 6,75 ; € -   ;;;;;;;;;;;;;,,,,
70;27;10;39;13;0;0;0;0;0;19;43;49;;; € 6,05 ; € 1,67 ; € 29,10 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 9,40 ; € 5,82 ; € 7,80 ;;;;;;;;;;;;;,,,,,
71;14;35;68;26;25;0;0;0;29;0;36;57;;; € 7,22 ; € 3,78 ; € 19,27 ; € 7,99 ; € -   ; € -   ; € -   ; € 10,61 ; € -   ; € 11,17 ; € 9,73 ;;;;;;;;;;;;;,,,,
72;93;9;0;20;20;55;76;0;0;28;98;58;;; € 10,15 ; € -   ; € 13,21 ; € 10,29 ; € 13,23 ; € 68,27 ; € -   ; € -   ; € 10,07 ; € 10,86 ; € 7,51 ;;;;;;;;;;;;;,,,
73;57;1;29;0;0;0;0;8;53;23;25;0;;; € 7,18 ; € 2,76 ; € -   ; € -   ; € -   ; € -   ; € 3,00 ; € 17,51 ; € 14,00 ; € 13,94 ; € -   ;;;;;;;;;;;;;,,,,,
74;125;47;0;9;15;0;54;0;0;0;81;30;;; € 6,66 ; € -   ; € 15,10 ; € 6,85 ; € -   ; € 81,39 ; € -   ; € -   ; € -   ; € 6,48 ; € 11,95 ;;;;;;;;;;;;;,,,,,
75;64;8;0;103;24;0;0;119;30;31;0;20;;; € 8,23 ; € -   ; € 12,69 ; € 6,29 ; € -   ; € -   ; € 3,67 ; € 5,18 ; € 6,35 ; € -   ; € 10,88 ;;;;;;;;;;;;;,,,,
76;127;14;67;73;27;0;57;0;52;28;112;65;;; € 8,07 ; € 2,24 ; € 13,43 ; € 6,29 ; € -   ; € 108,22 ; € -   ; € 8,20 ; € 5,69 ; € 8,60 ; € 9,01 ;;;;;;;;;;;;;,,
77;106;4;0;23;16;0;18;31;0;0;19;15;;; € 10,95 ; € -   ; € 9,08 ; € 4,87 ; € -   ; € 64,65 ; € 9,73 ; € -   ; € -   ; € 8,73 ; € 15,26 ;;;;;;;;;;;;;,,,,
78;26;8;15;94;0;35;0;23;0;0;0;0;;; € 8,36 ; € 3,16 ; € 26,97 ; € -   ; € 14,58 ; € -   ; € 3,80 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
79;19;34;44;92;0;0;39;0;68;11;0;23;;; € 14,87 ; € 6,50 ; € 26,19 ; € -   ; € -   ; € 72,40 ; € -   ; € 5,54 ; € 5,99 ; € -   ; € 6,44 ;;;;;;;;;;;;;,,,,
80;106;40;14;0;0;48;0;41;19;0;91;0;;; € 6,83 ; € 2,99 ; € -   ; € -   ; € 6,36 ; € -   ; € 9,90 ; € 11,24 ; € -   ; € 12,14 ; € -   ;;;;;;;;;;;;;,,,,,
81;67;28;49;99;0;47;0;0;35;1;0;0;;; € 8,08 ; € 6,05 ; € 11,32 ; € -   ; € 7,23 ; € -   ; € -   ; € 6,02 ; € 6,35 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
82;42;32;0;24;0;49;0;0;0;0;85;11;;; € 14,25 ; € -   ; € 25,02 ; € -   ; € 8,36 ; € -   ; € -   ; € -   ; € -   ; € 16,52 ; € 12,57 ;;;;;;;;;;;;;,,,,,,
83;148;11;26;0;0;0;59;51;0;0;0;40;;; € 6,66 ; € 2,34 ; € -   ; € -   ; € -   ; € 78,26 ; € 3,97 ; € -   ; € -   ; € -   ; € 7,77 ;;;;;;;;;;;;;,,,,,,
84;110;40;0;0;0;0;0;111;0;25;0;34;;; € 9,09 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 9,98 ; € -   ; € 8,22 ; € -   ; € 5,47 ;;;;;;;;;;;;;,,,,,,,
85;64;46;0;0;18;32;0;50;0;22;45;0;;; € 11,05 ; € -   ; € -   ; € 7,15 ; € 14,94 ; € -   ; € 17,68 ; € -   ; € 8,62 ; € 7,94 ; € -   ;;;;;;;;;;;;;,,,,,
86;114;6;44;135;0;0;0;71;0;0;144;39;;; € 6,13 ; € 3,54 ; € 23,14 ; € -   ; € -   ; € -   ; € 4,77 ; € -   ; € -   ; € 5,36 ; € 8,90 ;;;;;;;;;;;;;,,,,,
87;116;21;0;0;17;0;37;113;0;0;0;0;;; € 13,17 ; € -   ; € -   ; € 6,57 ; € -   ; € 43,03 ; € 15,00 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,
88;85;19;50;0;0;38;0;0;60;0;72;6;;; € 9,04 ; € 3,30 ; € -   ; € -   ; € 5,19 ; € -   ; € -   ; € 10,76 ; € -   ; € 6,22 ; € 14,05 ;;;;;;;;;;;;;,,,,,
89;63;9;19;0;0;38;0;92;3;30;0;36;;; € 6,02 ; € 3,85 ; € -   ; € -   ; € 10,99 ; € -   ; € 7,61 ; € 19,60 ; € 7,80 ; € -   ; € 10,77 ;;;;;;;;;;;;;,,,,
90;131;3;41;0;1;25;102;42;0;0;86;0;;; € 5,27 ; € 2,68 ; € -   ; € 4,63 ; € 10,13 ; € 64,45 ; € 4,08 ; € -   ; € -   ; € 7,70 ; € -   ;;;;;;;;;;;;;,,,,
91;22;36;0;43;0;0;0;75;13;0;0;1;;; € 7,17 ; € -   ; € 13,69 ; € -   ; € -   ; € -   ; € 11,72 ; € 10,66 ; € -   ; € -   ; € 5,76 ;;;;;;;;;;;;;,,,,,,
92;10;10;4;95;15;0;0;0;66;9;44;0;;; € 7,68 ; € 1,78 ; € 17,05 ; € 12,71 ; € -   ; € -   ; € -   ; € 7,70 ; € 5,52 ; € 9,17 ; € -   ;;;;;;;;;;;;;,,,,
93;39;24;0;0;6;0;0;0;34;0;0;34;;; € 11,26 ; € -   ; € -   ; € 19,00 ; € -   ; € -   ; € -   ; € 5,84 ; € -   ; € -   ; € 10,57 ;;;;;;;;;;;;;,,,,,,,
94;118;17;51;0;8;14;0;78;15;0;0;0;;; € 5,77 ; € 3,12 ; € -   ; € 5,87 ; € 6,69 ; € -   ; € 12,16 ; € 5,49 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
95;16;15;4;0;10;11;19;0;41;0;57;49;;; € 16,44 ; € 3,77 ; € -   ; € 10,34 ; € 8,29 ; € 147,95 ; € -   ; € 11,33 ; € -   ; € 7,24 ; € 6,93 ;;;;;;;;;;;;;,,,
96;61;16;45;0;19;0;0;0;0;0;0;0;;; € 5,79 ; € 3,82 ; € -   ; € 11,11 ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,,
97;85;21;0;0;13;0;0;0;0;3;83;0;;; € 7,57 ; € -   ; € -   ; € 19,22 ; € -   ; € -   ; € -   ; € -   ; € 5,95 ; € 7,22 ; € -   ;;;;;;;;;;;;;,,,,,,,
98;60;17;0;80;0;43;82;0;30;0;133;0;;; € 12,63 ; € -   ; € 13,31 ; € -   ; € 6,50 ; € 41,71 ; € -   ; € 7,49 ; € -   ; € 14,24 ; € -   ;;;;;;;;;;;;;,,,,,
99;55;17;50;0;0;42;132;71;57;0;0;0;;; € 13,43 ; € 3,50 ; € -   ; € -   ; € 7,07 ; € 114,99 ; € 16,29 ; € 5,30 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
100;24;60;0;86;0;22;0;0;0;0;0;36;;; € 6,77 ; € -   ; € 16,13 ; € -   ; € 15,14 ; € -   ; € -   ; € -   ; € -   ; € -   ; € 5,61 ;;;;;;;;;;;;;,,,,,,,
101;43;13;0;0;26;50;79;0;0;35;0;38;;; € 7,21 ; € -   ; € -   ; € 3,14 ; € 9,35 ; € 63,93 ; € -   ; € -   ; € 8,87 ; € -   ; € 12,48 ;;;;;;;;;;;;;,,,,,
102;85;32;0;61;15;6;0;60;0;10;0;0;;; € 6,08 ; € -   ; € 22,60 ; € 11,54 ; € 13,42 ; € -   ; € 9,38 ; € -   ; € 10,74 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
103;4;19;26;0;10;30;106;61;0;0;0;0;;; € 11,31 ; € 4,80 ; € -   ; € 3,08 ; € 8,41 ; € 41,50 ; € 10,93 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,
104;116;8;0;0;21;20;60;35;0;0;10;0;;; € 10,61 ; € -   ; € -   ; € 2,35 ; € 14,14 ; € 63,11 ; € 16,78 ; € -   ; € -   ; € 18,47 ; € -   ;;;;;;;;;;;;;,,,,,
105;45;22;30;13;0;0;0;0;7;0;52;0;;; € 10,37 ; € 5,89 ; € 26,17 ; € -   ; € -   ; € -   ; € -   ; € 9,98 ; € -   ; € 12,57 ; € -   ;;;;;;;;;;;;;,,,,,,
106;142;13;25;0;0;0;70;0;0;38;0;0;;; € 5,91 ; € 6,91 ; € -   ; € -   ; € -   ; € 156,56 ; € -   ; € -   ; € 11,59 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,
107;119;51;10;101;0;0;80;75;21;0;67;0;;; € 5,28 ; € 6,95 ; € 17,53 ; € -   ; € -   ; € 97,48 ; € 14,63 ; € 9,19 ; € -   ; € 13,95 ; € -   ;;;;;;;;;;;;;,,,,
108;87;14;0;110;22;60;30;0;37;10;0;59;;; € 10,37 ; € -   ; € 13,37 ; € 10,08 ; € 11,67 ; € 60,76 ; € -   ; € 7,58 ; € 6,94 ; € -   ; € 7,39 ;;;;;;;;;;;;;,,,
109;141;19;51;31;0;0;74;100;0;1;152;54;;; € 9,49 ; € 3,24 ; € 13,58 ; € -   ; € -   ; € 142,61 ; € 3,40 ; € -   ; € 15,74 ; € 17,76 ; € 9,13 ;;;;;;;;;;;;;,,,
110;92;31;0;0;0;0;79;0;15;0;0;0;;; € 9,70 ; € -   ; € -   ; € -   ; € -   ; € 66,92 ; € -   ; € 5,21 ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,,
111;117;40;0;0;0;22;23;48;0;11;0;17;;; € 17,18 ; € -   ; € -   ; € -   ; € 13,01 ; € 68,31 ; € 3,18 ; € -   ; € 10,06 ; € -   ; € 7,07 ;;;;;;;;;;;;;,,,,,
112;73;8;16;0;0;0;48;115;0;0;0;0;;; € 11,77 ; € 4,99 ; € -   ; € -   ; € -   ; € 112,94 ; € 22,18 ; € -   ; € -   ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,,
113;141;19;0;0;0;39;43;0;38;25;0;0;;; € 8,17 ; € -   ; € -   ; € -   ; € 8,81 ; € 70,37 ; € -   ; € 11,22 ; € 6,53 ; € -   ; € -   ;;;;;;;;;;;;;,,,,,,
114;129;32;13;112;0;8;0;101;25;1;21;0;;; € 7,04 ; € 3,98 ; € 16,73 ; € -   ; € 12,87 ; € -   ; € 6,61 ; € 16,49 ; € 9,65 ; € 8,40 ; € -   ;;;;;;;;;;;;;,,,
